event_date,city,station_id,unique_sessions,avg_energy_kwh,avg_duration_min,total_revenue_eur
2026-02-04,Hamburg,station_8,3,40.42666666666667,35.333333333333336,55.83
2026-02-04,Hamburg,station_9,3,30.03,76.33333333333333,54.519999999999996
2026-02-04,Munich,station_12,1,45.29,68.0,10.56
2026-02-04,Munich,station_13,1,57.8,82.0,28.44
2026-02-04,Munich,station_15,1,15.47,63.0,14.32
2026-02-04,Munich,station_16,1,23.82,20.0,8.41
2026-02-04,Munich,station_17,1,16.6,82.0,17.95
2026-02-04,Munich,station_2,2,8.68,32.5,29.1
2026-02-04,Munich,station_20,3,38.47,49.333333333333336,48.0
2026-02-04,Munich,station_3,2,9.58,49.0,29.84
2026-02-04,Munich,station_4,3,36.61666666666667,43.666666666666664,82.77
2026-02-04,Munich,station_5,2,40.265,56.0,20.77
2026-02-04,Munich,station_6,2,38.62,43.0,28.53
2026-02-04,Munich,station_7,2,19.31,45.0,26.46
2026-02-04,Munich,station_8,3,25.924999999999997,369.6666666666667,39.04
2026-02-04,Munich,station_9,1,27.78,29.0,28.89
2026-02-09,Berlin,station_1,4,30.01,74.75,82.74000000000001
2026-02-09,Berlin,station_10,12,28.288333333333338,38.333333333333336,268.1
2026-02-09,Berlin,station_11,9,25.688888888888886,44.888888888888886,169.4
2026-02-09,Berlin,station_12,15,29.127857142857145,52.86666666666667,229.23999999999998
2026-02-09,Berlin,station_13,9,37.66111111111111,37.666666666666664,177.3
2026-02-09,Berlin,station_14,14,23.976428571428574,45.0,234.07
2026-02-09,Berlin,station_15,16,37.121249999999996,45.625,268.83
2026-02-09,Berlin,station_16,9,36.98625,153.11111111111111,148.32
2026-02-09,Berlin,station_17,10,29.601,59.5,170.22
2026-02-09,Berlin,station_18,14,40.59142857142857,42.0,279.82
2026-02-09,Berlin,station_19,10,25.43111111111111,145.1,146.18
2026-02-09,Berlin,station_2,15,35.04933333333334,39.46666666666667,243.8
2026-02-09,Berlin,station_20,9,24.72666666666667,50.111111111111114,113.05
2026-02-09,Berlin,station_3,14,35.63,48.57142857142857,203.5
2026-02-09,Berlin,station_4,11,26.61727272727273,49.18181818181818,140.99
2026-02-09,Berlin,station_5,12,36.14083333333333,58.833333333333336,221.71
2026-02-09,Berlin,station_6,13,32.66166666666667,48.30769230769231,259.59
2026-02-09,Berlin,station_7,7,36.406666666666666,64.42857142857143,87.14
2026-02-09,Berlin,station_8,12,37.445,41.833333333333336,212.76
2026-02-09,Berlin,station_9,10,34.643,58.5,161.35
2026-02-09,Frankfurt,station_1,16,32.825625,47.5,260.46999999999997
2026-02-09,Frankfurt,station_10,10,29.101999999999997,31.2,159.95
2026-02-09,Frankfurt,station_11,8,35.56125,42.625,108.88
2026-02-09,Frankfurt,station_12,10,39.934,46.3,130.9
2026-02-09,Frankfurt,station_13,14,34.225,52.857142857142854,191.9
2026-02-09,Frankfurt,station_14,8,31.25714285714286,49.625,99.82000000000001
2026-02-09,Frankfurt,station_15,13,36.51583333333333,43.61538461538461,215.02
2026-02-09,Frankfurt,station_16,12,32.8075,43.75,228.83
2026-02-09,Frankfurt,station_17,13,37.41538461538461,46.61538461538461,221.11
2026-02-09,Frankfurt,station_18,12,41.44083333333334,125.41666666666667,196.24
2026-02-09,Frankfurt,station_19,9,37.62555555555556,56.0,150.72
2026-02-09,Frankfurt,station_2,11,35.97545454545455,47.0,194.20999999999998
2026-02-09,Frankfurt,station_20,11,25.770000000000003,59.72727272727273,158.92000000000002
2026-02-09,Frankfurt,station_3,16,23.88,43.5,290.12
2026-02-09,Frankfurt,station_4,9,40.52111111111111,45.44444444444444,109.16
2026-02-09,Frankfurt,station_5,7,30.922857142857143,52.714285714285715,115.56
2026-02-09,Frankfurt,station_6,8,27.99375,48.0,108.3
2026-02-09,Frankfurt,station_7,15,36.64066666666667,53.666666666666664,186.33
2026-02-09,Frankfurt,station_8,10,32.36555555555556,53.2,147.01
2026-02-09,Frankfurt,station_9,8,22.82,45.0,129.98000000000002
2026-02-09,Hamburg,station_1,12,36.128181818181815,47.833333333333336,189.43
2026-02-09,Hamburg,station_10,12,32.083333333333336,44.0,196.0
2026-02-09,Hamburg,station_11,22,33.27571428571429,79.27272727272727,369.64
2026-02-09,Hamburg,station_12,10,34.527,37.7,206.6
2026-02-09,Hamburg,station_13,9,36.48555555555556,55.55555555555556,163.28
2026-02-09,Hamburg,station_14,10,32.055,139.0,137.79
2026-02-09,Hamburg,station_15,15,34.80266666666667,45.666666666666664,270.82
2026-02-09,Hamburg,station_16,14,32.982142857142854,29.142857142857142,201.23
2026-02-09,Hamburg,station_17,16,30.53875,46.8125,226.98
2026-02-09,Hamburg,station_18,8,29.485,50.875,106.98
2026-02-09,Hamburg,station_19,7,40.237142857142864,176.14285714285714,159.11
2026-02-09,Hamburg,station_2,7,32.424285714285716,65.71428571428571,144.73000000000002
2026-02-09,Hamburg,station_20,10,33.41555555555556,58.0,153.7
2026-02-09,Hamburg,station_3,19,38.3721052631579,44.421052631578945,324.68
2026-02-09,Hamburg,station_4,10,40.47,40.2,192.8
2026-02-09,Hamburg,station_5,6,26.18166666666667,57.5,94.17
2026-02-09,Hamburg,station_6,5,26.574,251.4,55.64
2026-02-09,Hamburg,station_7,12,31.139166666666668,53.833333333333336,165.94
2026-02-09,Hamburg,station_8,8,31.23125,59.5,128.86
2026-02-09,Hamburg,station_9,10,35.157,47.0,176.74
2026-02-09,Munich,station_1,16,36.70928571428572,168.8125,307.21
2026-02-09,Munich,station_10,13,39.09230769230769,47.61538461538461,230.01
2026-02-09,Munich,station_11,13,37.182307692307695,45.0,233.07
2026-02-09,Munich,station_12,9,31.695555555555554,38.0,147.63
2026-02-09,Munich,station_13,10,28.69625,45.2,157.27
2026-02-09,Munich,station_14,13,32.38076923076923,44.07692307692308,254.69
2026-02-09,Munich,station_15,12,37.73166666666666,54.583333333333336,240.17000000000002
2026-02-09,Munich,station_16,4,45.9225,46.5,82.89999999999999
2026-02-09,Munich,station_17,12,28.6825,48.083333333333336,202.48
2026-02-09,Munich,station_18,12,33.25416666666667,55.666666666666664,196.37
2026-02-09,Munich,station_19,15,28.752000000000002,50.8,223.26
2026-02-09,Munich,station_2,12,30.33583333333333,50.333333333333336,180.93
2026-02-09,Munich,station_20,7,46.385714285714286,37.42857142857143,92.84
2026-02-09,Munich,station_3,16,29.409333333333333,53.8125,266.3
2026-02-09,Munich,station_4,9,29.261111111111113,58.888888888888886,132.21
2026-02-09,Munich,station_5,17,35.948750000000004,41.76470588235294,280.92
2026-02-09,Munich,station_6,6,32.645,52.333333333333336,110.06
2026-02-09,Munich,station_7,19,30.448333333333338,57.421052631578945,291.62
2026-02-09,Munich,station_8,7,21.414285714285715,45.285714285714285,116.55
2026-02-09,Munich,station_9,15,36.14857142857143,48.46666666666667,209.9
2026-02-10,Berlin,station_1,44,34.32311111111111,45.53333333333333,703.84
2026-02-10,Berlin,station_10,36,29.26060606060606,46.94444444444444,594.25
2026-02-10,Berlin,station_11,48,35.6063829787234,44.395833333333336,902.77
2026-02-10,Berlin,station_12,54,33.10019230769231,50.27777777777778,905.8
2026-02-10,Berlin,station_13,43,36.120000000000005,50.116279069767444,810.6
2026-02-10,Berlin,station_14,38,35.844722222222224,71.86842105263158,637.89
2026-02-10,Berlin,station_15,41,34.76179487179487,43.292682926829265,704.59
2026-02-10,Berlin,station_16,41,33.344146341463414,69.63414634146342,694.54
2026-02-10,Berlin,station_17,40,34.367948717948714,74.575,729.68
2026-02-10,Berlin,station_18,45,29.078222222222223,51.30434782608695,729.6999999999999
2026-02-10,Berlin,station_19,49,33.638958333333335,38.95918367346939,780.48
2026-02-10,Berlin,station_2,41,35.915,99.34146341463415,694.63
2026-02-10,Berlin,station_20,36,28.5625,48.388888888888886,623.54
2026-02-10,Berlin,station_3,39,28.225555555555555,72.2051282051282,692.28
2026-02-10,Berlin,station_4,45,30.204,46.28888888888889,797.06
2026-02-10,Berlin,station_5,52,31.67529411764706,86.71153846153847,872.25
2026-02-10,Berlin,station_6,29,33.90655172413793,45.793103448275865,485.7
2026-02-10,Berlin,station_7,36,34.855588235294114,67.22222222222223,632.58
2026-02-10,Berlin,station_8,27,37.09423076923077,45.25925925925926,548.88
2026-02-10,Berlin,station_9,34,33.053030303030305,46.1764705882353,593.16
2026-02-10,Frankfurt,station_1,37,39.593513513513514,43.945945945945944,644.37
2026-02-10,Frankfurt,station_10,36,31.325000000000003,50.47222222222222,636.93
2026-02-10,Frankfurt,station_11,37,28.45555555555556,47.75675675675676,560.04
2026-02-10,Frankfurt,station_12,33,28.743333333333332,79.21212121212122,520.7
2026-02-10,Frankfurt,station_13,48,32.1875,48.6875,800.7
2026-02-10,Frankfurt,station_14,43,32.07714285714286,46.83720930232558,788.85
2026-02-10,Frankfurt,station_15,32,35.991875,72.8125,526.04
2026-02-10,Frankfurt,station_16,38,30.810285714285712,47.1578947368421,654.41
2026-02-10,Frankfurt,station_17,37,35.78388888888889,45.2972972972973,596.76
2026-02-10,Frankfurt,station_18,29,36.70965517241379,82.82758620689656,535.58
2026-02-10,Frankfurt,station_19,38,31.78142857142857,71.34210526315789,642.86
2026-02-10,Frankfurt,station_2,43,31.71325581395349,67.27906976744185,712.98
2026-02-10,Frankfurt,station_20,45,30.530930232558138,48.71111111111111,717.84
2026-02-10,Frankfurt,station_3,45,27.357555555555553,50.31111111111111,852.72
2026-02-10,Frankfurt,station_4,43,34.87285714285714,49.906976744186046,741.28
2026-02-10,Frankfurt,station_5,36,35.50382352941177,48.27777777777778,622.89
2026-02-10,Frankfurt,station_6,34,33.575294117647054,45.0,559.6
2026-02-10,Frankfurt,station_7,43,33.52279069767442,46.86046511627907,738.6899999999999
2026-02-10,Frankfurt,station_8,40,26.814871794871795,44.9,623.8
2026-02-10,Frankfurt,station_9,37,31.427027027027027,40.2972972972973,600.68
2026-02-10,Hamburg,station_1,41,34.88075,46.46341463414634,734.29
2026-02-10,Hamburg,station_10,56,34.49370370370371,48.267857142857146,951.14
2026-02-10,Hamburg,station_11,50,34.434,50.92,845.07
2026-02-10,Hamburg,station_12,40,34.685,50.025,572.47
2026-02-10,Hamburg,station_13,39,32.40974358974359,44.1025641025641,620.62
2026-02-10,Hamburg,station_14,38,37.774054054054055,75.15789473684211,674.36
2026-02-10,Hamburg,station_15,53,30.138490566037735,45.528301886792455,896.32
2026-02-10,Hamburg,station_16,37,36.56628571428571,49.729729729729726,593.98
2026-02-10,Hamburg,station_17,27,31.515925925925927,43.7037037037037,445.77
2026-02-10,Hamburg,station_18,43,27.966046511627905,53.23255813953488,732.51
2026-02-10,Hamburg,station_19,40,33.37975,66.14634146341463,707.84
2026-02-10,Hamburg,station_2,29,32.04344827586207,48.724137931034484,460.27
2026-02-10,Hamburg,station_20,44,35.95249999999999,44.86363636363637,673.46
2026-02-10,Hamburg,station_3,45,31.595116279069767,46.333333333333336,742.6999999999999
2026-02-10,Hamburg,station_4,37,32.601111111111116,79.62162162162163,735.5799999999999
2026-02-10,Hamburg,station_5,42,32.31166666666667,52.095238095238095,779.89
2026-02-10,Hamburg,station_6,42,29.18625,44.76190476190476,746.24
2026-02-10,Hamburg,station_7,41,30.253249999999998,48.53658536585366,605.01
2026-02-10,Hamburg,station_8,36,30.03166666666667,71.19444444444444,595.98
2026-02-10,Hamburg,station_9,45,30.810930232558135,95.82222222222222,760.51
2026-02-10,Munich,station_1,36,32.69771428571429,51.0,595.37
2026-02-10,Munich,station_10,38,33.397894736842105,46.63157894736842,693.9300000000001
2026-02-10,Munich,station_11,47,30.68425531914894,49.479166666666664,827.24
2026-02-10,Munich,station_12,37,37.42,63.62162162162162,495.6
2026-02-10,Munich,station_13,42,31.147073170731705,52.23809523809524,767.28
2026-02-10,Munich,station_14,42,29.43439024390244,45.11904761904762,682.12
2026-02-10,Munich,station_15,36,29.081111111111113,79.88888888888889,661.79
2026-02-10,Munich,station_16,45,36.00909090909091,53.46666666666667,772.3
2026-02-10,Munich,station_17,28,30.56035714285714,49.964285714285715,505.67
2026-02-10,Munich,station_18,39,30.133589743589745,44.205128205128204,706.24
2026-02-10,Munich,station_19,43,33.35209302325582,68.74418604651163,725.26
2026-02-10,Munich,station_2,40,31.331025641025644,72.7560975609756,659.0
2026-02-10,Munich,station_20,46,30.01282608695652,66.04347826086956,792.5
2026-02-10,Munich,station_3,61,30.559833333333334,42.295081967213115,891.58
2026-02-10,Munich,station_4,43,37.356904761904765,69.74418604651163,727.46
2026-02-10,Munich,station_5,36,31.33588235294118,45.77777777777778,525.62
2026-02-10,Munich,station_6,35,32.987575757575755,101.08571428571429,556.12
2026-02-10,Munich,station_7,45,30.34777777777778,41.355555555555554,715.25
2026-02-10,Munich,station_8,43,29.087906976744186,48.627906976744185,718.95
2026-02-10,Munich,station_9,50,31.025510204081634,50.58,813.94
